version_full,title,genre,artist,version,difficulty_short,difficulty,level,notes,bpm,bpm_min,bpm_max,measure,duration,kaiden_average,top_score
CastHour,808monkey,JUNGLE TERROR,AJURIKA,29,DPH,7,7,655,168,168,168,78,111,-1,-1
CastHour,808monkey,JUNGLE TERROR,AJURIKA,29,DPA,8,9,969,168,168,168,78,111,-1,-1
CastHour,808monkey,JUNGLE TERROR,AJURIKA,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,SPB,1,1,127,200,200,200,103,124,-1,254
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,SPN,2,6,602,200,200,200,103,124,1130,1204
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,SPH,3,10,1136,200,200,200,103,124,2059,2264
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,SPA,4,12,1778,200,200,200,103,124,3011,3523
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,DPN,6,6,603,200,200,200,103,124,-1,-1
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,DPH,7,10,1193,200,200,200,103,124,-1,-1
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,DPA,8,12,1818,200,200,200,103,124,-1,-1
CastHour,ABSOLUTE EVIL,EUPHORIC FRENCHCORE,Yuta Imai,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,SPN,2,6,619,200,200,200,107,128,1162,1238
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,SPH,3,10,1220,200,200,200,107,128,2219,2434
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,SPA,4,12,1828,200,200,200,107,128,3182,3642
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,DPN,6,6,595,200,200,200,107,128,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,DPH,7,10,1257,200,200,200,107,128,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,DPA,8,12,1777,200,200,200,107,128,-1,-1
CastHour,Aftermath,ROCK,"BEMANI Sound Team ""猫叉Master & あさき & Yvya""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,SPN,2,7,684,185,185,185,92,119,1237,1368
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,SPH,3,10,1289,185,185,185,92,119,2319,2574
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,SPA,4,12,1907,185,185,185,92,119,3241,3802
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,DPN,6,7,715,185,185,185,92,119,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,DPH,7,10,1296,185,185,185,92,119,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,DPA,8,12,1941,185,185,185,92,119,-1,-1
CastHour,ALTERNATOR,IRREGULAR OMNIBUS HARDCORE,"BEMANI Sound Team ""dj Hellix""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,SPN,2,5,519,158,158,158,76,115,984,1038
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,SPH,3,8,809,158,158,158,76,115,1515,1614
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,SPA,4,10,1259,158,158,158,76,115,2321,2512
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,DPN,6,5,533,158,158,158,76,115,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,DPH,7,8,811,158,158,158,76,115,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,DPA,8,10,1242,158,158,158,76,115,-1,-1
CastHour,AMICABLE,FUTURE POP,"BEMANI Sound Team ""Sota F.""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,SPB,1,1,111,174,174,174,83,114,-1,222
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,SPN,2,4,390,174,174,174,83,114,703,780
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,SPH,3,7,806,174,174,174,83,114,1478,1612
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,SPA,4,10,1069,174,174,174,83,114,2073,2138
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,DPN,6,4,403,174,174,174,83,114,-1,-1
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,DPH,7,7,839,174,174,174,83,114,-1,-1
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,DPA,8,10,1175,174,174,174,83,114,-1,-1
CastHour,ANEMONE,EMOTIONAL J-POP,"BEMANI Sound Team ""HuΣeR × Yvya"" feat.紫村 花澄",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,SPN,2,6,546,155,155,155,78,121,925,1092
CastHour,Angel's Ladder,PIANO TECH,xi,29,SPH,3,10,1170,155,155,155,78,121,1997,2325
CastHour,Angel's Ladder,PIANO TECH,xi,29,SPA,4,12,1800,155,155,155,78,121,2905,3553
CastHour,Angel's Ladder,PIANO TECH,xi,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,DPN,6,6,617,155,155,155,78,121,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,DPH,7,10,1257,155,155,155,78,121,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,DPA,8,12,1800,155,155,155,78,121,-1,-1
CastHour,Angel's Ladder,PIANO TECH,xi,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,SPN,2,4,361,198,198,198,130,158,643,722
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,SPH,3,7,753,198,198,198,130,158,1416,1506
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,SPA,4,10,1090,198,198,198,130,158,2078,2180
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,DPN,6,4,384,198,198,198,130,158,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,DPH,7,7,733,198,198,198,130,158,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,DPA,8,10,1060,198,198,198,130,158,-1,-1
CastHour,Ariah,UNSUNG REQUIEM,satella feat.藍月なくる,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,SPN,2,5,591,180,180,180,88,117,1120,1182
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,SPH,3,9,1071,180,180,180,88,117,1926,2136
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,SPA,4,12,1873,180,180,180,88,117,3108,3737
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,DPN,6,5,584,180,180,180,88,117,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,DPH,7,9,1071,180,180,180,88,117,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,DPA,8,12,1872,180,180,180,88,117,-1,-1
CastHour,Arkadia,FREEFORM HARDCORE,Hommarju ft. Mayumi Morinaga,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,SPN,2,5,496,190,190,190,92,116,939,992
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,SPH,3,9,907,190,190,190,92,116,1650,1809
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,SPA,4,11,1497,190,190,190,92,116,2657,2983
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,DPN,6,6,580,190,190,190,92,116,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,DPH,7,9,919,190,190,190,92,116,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,DPA,8,11,1573,190,190,190,92,116,-1,-1
CastHour,Banger Banger Banger Banger,EARLY RAVE,nora2r,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,SPN,2,6,681,190,190,190,96,121,1168,1362
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,SPH,3,10,1174,190,190,190,96,121,2114,2341
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,SPA,4,12,2000,190,190,190,96,121,3210,3979
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,DPN,6,6,684,190,190,190,96,121,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,DPH,7,10,1220,190,190,190,96,121,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,DPA,8,12,2000,190,190,190,96,121,-1,-1
CastHour,Binary Black Hole,BLACK OUT,"BEMANI Sound Team ""D.J.Amuro""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,SPN,2,4,331,134,134,134,67,120,615,662
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,SPH,3,6,563,134,134,134,67,120,996,1126
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,SPA,4,8,900,134,134,134,67,120,1698,1800
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,DPN,6,4,301,134,134,134,67,120,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,DPH,7,6,622,134,134,134,67,120,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,DPA,8,8,889,134,134,134,67,120,-1,-1
CastHour,Blue Bird feat. Kanae Asaba,LATIN FUSION POP,Nhato,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,SPN,2,4,362,152,152,152,74,117,686,724
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,SPH,3,8,722,152,152,152,74,117,1328,1440
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,SPA,4,10,1250,152,152,152,74,117,2293,2499
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,DPN,6,4,362,152,152,152,74,117,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,DPH,7,8,718,152,152,152,74,117,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,DPA,8,10,1249,152,152,152,74,117,-1,-1
CastHour,Brave Spirits,MELODIC RIDDIM,MK,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,SPN,2,5,524,200,200,200,90,108,974,1048
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,SPH,3,8,927,200,200,200,90,108,1462,1847
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,SPA,4,11,1243,200,200,200,90,108,2223,2483
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,DPN,6,5,544,200,200,200,90,108,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,DPH,7,9,954,200,200,200,90,108,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,DPA,8,11,1318,200,200,200,90,108,-1,-1
CastHour,DISPARATE,CYBERPUNK,"BEMANI Sound Team ""Captain Sonic""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,SPN,2,5,476,150,150,150,77,123,893,952
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,SPH,3,9,1006,150,150,150,77,123,1862,2007
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,SPA,4,11,1503,150,150,150,77,123,2712,3001
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,DPN,6,5,472,150,150,150,77,123,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,DPH,7,9,983,150,150,150,77,123,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,DPA,8,11,1567,150,150,150,77,123,-1,-1
CastHour,Divine Heaven,BIG ANTHEM,Absolute The 4th,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,SPN,2,6,588,210,210,210,110,126,1082,1175
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,SPH,3,10,1133,210,210,210,110,126,1983,2261
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,SPA,4,12,1666,210,210,210,110,126,2611,3314
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,DPN,6,6,579,210,210,210,110,126,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,DPH,7,10,1118,210,210,210,110,126,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,DPA,8,12,1572,210,210,210,110,126,-1,-1
CastHour,Don't believe the hype,MIXTURE,DJ Mass MAD Izm* feat.H14(LEONAIR),29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,SPN,2,5,548,140,140,140,70,120,1049,1096
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,SPH,3,8,922,140,140,140,70,120,1615,1844
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,SPA,4,11,1371,140,140,140,70,120,2491,2739
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,DPN,6,5,568,140,140,140,70,120,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,DPH,7,8,903,140,140,140,70,120,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,DPA,8,11,1393,140,140,140,70,120,-1,-1
CastHour,DREAM OF SPACE UFO ABDUCTION,ABDUCTION BEAT,"BEMANI Sound Team ""謎の宇宙人スペースX""",29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Emera,EDM STYLE,PON,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Emera,EDM STYLE,PON,29,SPN,2,5,450,161,161,161,70,104,837,900
CastHour,Emera,EDM STYLE,PON,29,SPH,3,8,831,161,161,161,70,104,1524,1659
CastHour,Emera,EDM STYLE,PON,29,SPA,4,11,1179,161,161,161,70,104,2151,2356
CastHour,Emera,EDM STYLE,PON,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Emera,EDM STYLE,PON,29,DPN,6,5,482,161,161,161,70,104,-1,-1
CastHour,Emera,EDM STYLE,PON,29,DPH,7,8,861,161,161,161,70,104,-1,-1
CastHour,Emera,EDM STYLE,PON,29,DPA,8,11,1266,161,161,161,70,104,-1,-1
CastHour,Emera,EDM STYLE,PON,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,SPN,2,5,477,170,170,170,79,112,925,954
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,SPH,3,8,749,170,170,170,79,112,1404,1498
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,SPA,4,10,1098,170,170,170,79,112,2084,2196
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,DPN,6,5,504,170,170,170,79,112,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,DPH,7,8,769,170,170,170,79,112,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,DPA,8,10,1103,170,170,170,79,112,-1,-1
CastHour,EMOTiON TRiPPER,ELECTRIC POP,sky_delta,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,SPN,2,5,506,170,170,170,75,106,964,1012
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,SPH,3,9,950,170,170,170,75,106,1723,1895
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,SPA,4,11,1391,170,170,170,75,106,2459,2765
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,DPN,6,5,517,170,170,170,75,106,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,DPH,7,9,972,170,170,170,75,106,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,DPA,8,11,1345,170,170,170,75,106,-1,-1
CastHour,Ergosphere,亜空間ジャズ,TOMOSUKE,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,SPN,2,4,543,168,168,168,86,123,1006,1086
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,SPH,3,7,757,168,168,168,86,123,1422,1514
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,SPA,4,9,1061,168,168,168,86,123,2029,2122
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,DPN,6,4,533,168,168,168,86,123,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,DPH,7,7,752,168,168,168,86,123,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,DPA,8,9,1088,168,168,168,86,123,-1,-1
CastHour,Fantastic Merry-Go-Round,DIGITAL POP,SOUND HOLIC feat. Nana Takahashi,29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,SPN,2,6,640,175,175,175,88,121,1131,1280
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,SPH,3,10,1172,175,175,175,88,121,2049,2336
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,SPA,4,12,1687,175,175,175,88,121,2849,3353
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,DPN,6,6,649,175,175,175,88,121,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,DPH,7,10,1175,175,175,175,88,121,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,DPA,8,12,1803,175,175,175,88,121,-1,-1
CastHour,Fegrix,EURO BEAT,Xceon vs DJ Command (Eurobeat Union),29,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,FINALLY BLAZE,ENERGETIC HARDCORE,BlackY,29,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CastHour,FINALLY BLAZE,ENERGETIC HARDCORE,BlackY,29,SPN,2,5,469,185,185,185,96,125,820,938
CastHour,FINALLY BLAZE,ENERGETIC HARDCORE,BlackY,29,SPH,3,9,905,185,185,185,96,125,1649,1804
CastHour,FINALLY BLAZE,ENERGETIC HARDCORE,BlackY,29,SPA,4,11,1424,185,185,185,96,125,2552,2842
